Review,Rating,Location,Date of Experience
We waited over 30 minutes for the shuttle bus. We saw All the other rental companies at least 3-4 times before ours came.,3,US,"October 08, 2023"
"I have always rented from Fox rent a car, I have been a member for more than 20 years! Love them and would not be able to drive without them! Thanx Fox rent a Car.",5,US,"October 01, 2023"
"We had a very good experience with Fox Rent a Car in Seattle.  The line at the rental counter was short, and we waited only about 5 minutes.  When we went down to pick up the car, we found the car that was assigned was larger than we wanted, so we asked at the desk downstairs if we could change it.  After a couple of minutes, we were given a new car that was just what we needed.  The car was clean and worked perfectly.  The return process was easy too and there were no hidden surprises.  It was our first time using Fox and we were impressed.",5,US,"October 06, 2023"
"Great service, great coupons, easy process at PHX with Fox rental cars.",5,CA,"October 06, 2023"
"We couldn't imagine a better experience than the one we had with Fox Rent a Car. On the day of the rental commencement Anna processed all formalities very smoothly and with a nice smile. But even more importantly we got the car that was a clear upgrade (with no extra charge) from the one that was requested. It was like being gifted right at the start. We had no issues whatsoever afterwards, the car was very comfortable and appropriate for our trip with the main goal of visiting Utah's National Parks. Returning the car was also super easy, and we took a shuttle to the airport without waiting. Our trip was a bit complex but I can honestly say that Fox made a great contribution to its success. Thank you.",5,US,"September 28, 2023"
I was able to book online. The service at pick up was fast and the lady was friendly.  I was in and out with no problems. Returning was easy as well. I would definately recommend.,5,CA,"October 06, 2023"
"Everything went smoothly, Thank you",5,US,"October 12, 2023"
"Everyone was super kind, quick service, the car I needed was ready and clean. This was by far the best car rental experience I’ve ever had.",5,US,"October 06, 2023"
"Completely satisfied!Friendly staff, fair prices.",5,US,"October 09, 2023"
The courtesy of the staff and care for someone that was using a walker.,5,US,"October 12, 2023"
Incredibly nice and efficient staff. Really easy process to return.,5,US,"October 13, 2023"
Great customer service and very friendly staff,5,US,"October 04, 2023"
Easy process and great employees. Got a free upgrade.,5,US,"October 05, 2023"
First time renting with Fox. It was a great experience.  The additional insurance coverage at the counter was ($70.00) for full coverage for the week. Very inexpensive compared to Sixt($35.00) per day and lower than my Deductible for my current plan. Got a good deal on the car through Priceline for a midsize SUV. I got complements from other motorists on how nice the car looked.  I was surprised at how nice it was too.  Hyundai Santa Fe with 4500 miles.,5,N/A,"October 03, 2023"
"Very easy to rent, car very clean, price very competitive, great experience explore LA with fox rental.",5,US,"October 04, 2023"
We saw a long line at the San Francisco Fox rental. There were people renting from them. When we booked to rent from them in Las Vegas we couldn't believe how cheap they are compared to the main rental places. Their location in San Francisco was right at the airport. In Las Vegas we had to take the free shuttle to get to them. Paying the $20 for the priority line saved us at least 30 min. The Chrysler 300 we ended up with had 700 miles. There was another renter there who said be sure to look at the tires because they rented a vehicle that had worn tires. That's a small inconvenience for saving 50% or more on a rental. Great value! They seemed to have a good crew which made the experience fun.,5,US,"October 01, 2023"
The service and car and value were great. The lication of the lot and time to get there was very long - give yourself an extra hour.,4,CA,"October 07, 2023"
Staff is very helpful and all inventory is very clean and highend.,5,US,"September 28, 2023"
Customer service is why we continue to rent from Fox Orlando over and over again. Manager Carlos and his team do what it takes to ensure you have a good experience. Thanks again for helping us to have a great family vacation.,5,US,"September 28, 2023"
"I reserved a premium car and none were available. Unsure why they give the option to reserve (and pay for) a type of vehicle if they aren’t going to hold one for you. I don’t know if the car I got was more money, but no financial restitution was offered. It was a highlight of my trip to drive my nephew around in a dodge charger (he loves cars!) and I got a boring Highlander instead. The car was super nice, clean and low miles, but not what I reserved. Why take a reservation if you don’t hold the car?",4,US,"October 03, 2023"
"Not as convenient as the on airport vendors, but they make up for it in friendliness and professionalism. This was a great bang-for-the- buck! I recommend them and will use them again.",5,US,"October 04, 2023"
"Fast, good and clean",5,US,"October 09, 2023"
"The whole experience was simple, no issues and the car was better than expected. We didn't experience any of the negative issues others have written about. Frankly the process couldn't have been better and Fox had the best price.",5,CH,"October 06, 2023"
I was very satisfied with the organization of picking up the car and returning it. There were no problems and the car served my purpose. Very friendly staff!! I definitely recommend it!,5,US,"October 09, 2023"
"Our booking at another provider was cancelled when we arrived due to a lack of cars (not cool!) and the only place at the airport with a vehicle available was Fox. We had to pay a higher price but it was a Benz, staff were helpful & our quick trip went well thanks to Fox.",4,US,"October 06, 2023"
